gate_voltage,drain_voltage,channel_length,oxide_thickness
0.7349990534449071,1.6941743098855202,3.1131969979835296e-08,3.0589926244071725e-09
0.6992720423902241,1.5802780954983302,2.801798348616304e-08,2.6764188586759668e-09
0.8830878374014558,2.0188251485004955,3.669724666901009e-08,3.789687846161011e-09
0.25487646629536864,0.6931765584268829,1.162540412606377e-08,1.5534878643478095e-09
0.3590634578336165,0.9396161651523004,1.6564751275976334e-08,1.988303411883855e-09
0.8353349999637847,1.8230739654574402,3.317757435214511e-08,3.2840272358736926e-09
0.7799720171502986,1.6330517501482125,2.9281468241153727e-08,3.0606822096621178e-09
0.25695809979727907,0.7010620567815383,1.2217819270989366e-08,1.520767616179132e-09
0.4142264076786777,1.0086363129404217,1.8570849647636587e-08,2.079521749433307e-09
0.39801896377722634,1.0301297631850552,1.8581074382551952e-08,2.003219446175712e-09
0.6195554948780042,1.436947054747533,2.700921644268696e-08,2.7250701724159105e-09
0.4631036483076386,1.1269915988006343,1.9038344924042498e-08,2.1505257838970413e-09
0.3988582673845473,0.961776767214541,1.819964716436059e-08,2.046922782457422e-09
0.8118856623000922,1.810449225067317,3.1279886506105776e-08,3.1805089246919144e-09
0.6769620018088639,1.5296680209733617,2.8171169494961144e-08,2.8973743726862894e-09
0.7746775448479855,1.7698923669951276,3.1556528602830924e-08,3.304523086047524e-09
0.20822139713086127,0.6289285070866969,1.0222440486823948e-08,1.1904939775780975e-09
0.7881002435304987,1.831358374655557,3.180483907452995e-08,3.093167319447615e-09
0.46176782421311263,1.1302152541130301,1.9104361771748294e-08,2.1253618226237508e-09
0.6097003948961013,1.445665753266259,2.549159118973054e-08,2.4419889942733416e-09
0.602907601539788,1.3477759158366014,2.3850048492591958e-08,2.3986820310428464e-09
0.5298730412247542,1.3198096599373124,2.4951491394309382e-08,2.5120361137960185e-09
0.8145485931444074,1.850341546097403,3.5393338959434993e-08,3.3996572721587514e-09
0.6667040569902637,1.550805952637888,2.6994732803201492e-08,2.7259272293545226e-09
0.3148143830152931,0.8003893685551301,1.498362602201305e-08,1.86598647606048e-09
0.3818523674560854,1.0067294262392261,1.751584847277643e-08,1.9374486027503327e-09
0.777778706424272,1.7208630606640638,2.8504719520275263e-08,2.9293545814227144e-09
0.7801250094143193,1.8315615554942735,3.1833497759778774e-08,3.263753568439257e-09
0.35496041894381325,0.8596868789263059,1.570490507595819e-08,1.8079622560324739e-09
0.20573539383679285,0.6114833448527467,9.701234539414672e-09,1.1712066107604492e-09
0.518756210320296,1.1477417976618343,2.0986738681984852e-08,2.2324706528810958e-09
0.5492956216164216,1.2742193067950562,2.4451805824838395e-08,2.4262100636144806e-09
0.38726741337767046,1.0427527248788944,1.8747187047863922e-08,1.998982232262136e-09
0.8713018486732357,1.8914075916586301,3.3982136420021354e-08,3.366520805040581e-09
0.31239162368823986,0.7831317999899146,1.4405210832424373e-08,1.7688524809473348e-09
0.6591880612076941,1.5606053389269117,2.6582351703787452e-08,2.7736060838280875e-09
0.39931417141356285,0.9501069766049539,1.761779907290253e-08,1.988619102755503e-09
0.8147201224800126,1.824678721913319,3.5849973849339995e-08,3.5884664287219726e-09
0.29283165006058337,0.8041143567094438,1.549424646893881e-08,1.7193010590637827e-09
0.4010344396405267,0.9617116883558219,1.8296704008989978e-08,1.9331395003521743e-09
0.7877967789605512,1.7752899692563557,3.2764367197061695e-08,3.2926643895800412e-09
0.3591043330120698,0.9355343566100817,1.6467287071513854e-08,1.9569499630394257e-09
0.7219711158285165,1.7428376829870167,3.035519053129036e-08,2.979823680157008e-09
0.199645132174973,0.6131257641116971,9.89985124718213e-09,1.1917134643310165e-09
0.3839250254651341,1.0239275277101774,1.7664831975536698e-08,1.998341515419411e-09
0.8624503511666702,1.8110530692748206,3.638803121643121e-08,3.5151526905312294e-09
0.46207869063606183,1.1245436493093588,2.0021342553981763e-08,2.0557676136972568e-09
0.517944396444432,1.1525077991444883,2.0916166667543225e-08,2.26967994565818e-09
0.6321523675024642,1.514651931555552,2.797330490217962e-08,2.7668772126048112e-09
0.25194875262595395,0.7187233748862859,1.1870713964128258e-08,1.567038814643771e-09
0.19277980087027582,0.5858634585231068,9.830004393416502e-09,1.1654047915298844e-09
0.834150932263015,1.8872158180968617,3.23288406268741e-08,3.127102411942979e-09
0.5380961810588584,1.3407424567373878,2.516905872216697e-08,2.3594005968323645e-09
0.7557023054212223,1.6766321527143855,2.9524728772268056e-08,2.9286246806901233e-09
0.6611061486987306,1.4313861886468744,2.700563526271082e-08,2.6828874426538396e-09
0.6304423075683452,1.4538760235843684,2.708557164366919e-08,2.652221668302853e-09
0.9383410274026879,2.02522575388604,3.774322494592167e-08,3.9400053763872014e-09
0.623626572663218,1.5000490666517194,2.7486654821576777e-08,2.7841814952008816e-09
0.866823666394545,1.8586720234641405,3.659491127173982e-08,3.6412066683293097e-09
0.3600312226437277,0.8703089649918095,1.6388606445982708e-08,1.9867956722278953e-09
0.8235420620426738,1.9824813356592097,3.642209084900723e-08,3.4760442507405914e-09
0.33823080605543177,0.8858448168000145,1.620203143043418e-08,1.885535394332342e-09
0.46897845665435295,1.150781838754848,2.0943527408186928e-08,2.1847947789591595e-09
0.381183159925065,1.0011296566247132,1.747812171974717e-08,2.059841899873087e-09
0.7339003219019152,1.6068925356517605,2.7861586074993325e-08,2.6844468498358675e-09
0.4156698844742322,1.0154021263761255,1.8870660321733317e-08,1.9791781460037267e-09
0.2021692207061359,0.5795606518539815,9.926740282310443e-09,1.1866918486468613e-09
0.19327289417140606,0.5901325197773788,9.626266216572493e-09,1.1622398861106092e-09
0.6952947107362123,1.5240117670834818,2.7733697130381735e-08,2.7515340241141776e-09
0.5895511323201282,1.3826683861659854,2.487186164406046e-08,2.5317216003702813e-09
0.5550294908883341,1.2763522718009805,2.4628077250023174e-08,2.3808621699813123e-09
0.8833708079942427,1.8090334627320341,3.402897722021989e-08,3.3758939505203967e-09
0.8681227517806748,1.8518053453426757,3.4213643958711614e-08,3.5314447196167e-09
0.9035508832554505,2.049829492780437,3.618636016220864e-08,3.908559263580661e-09
0.4711123061573719,1.1079263873152165,2.048807169280066e-08,2.0689486701634902e-09
0.39932230715499134,1.04919478732325,1.809917356931609e-08,1.928659978164436e-09
0.8772346852123578,1.9895955081526375,3.468795862227606e-08,3.633063314053196e-09
0.6813444985842468,1.5977695332468358,2.7867853463982806e-08,2.783103086279417e-09
0.591752709124585,1.4100270276387525,2.5036692221382866e-08,2.573381374031547e-09
0.878448089529517,1.988423009882184,3.509660832712089e-08,3.353384179071645e-09
0.6401654932279285,1.5616750497109564,2.6836758946986762e-08,2.574040462319112e-09
0.2550395075516312,0.7084968066724752,1.2279038384481161e-08,1.439831769766017e-09
0.35828570098543233,0.8866030659752916,1.6250446936783834e-08,1.8072391093214282e-09
0.25947778866791055,0.7040010883531659,1.1912871587612478e-08,1.4533228160030129e-09
0.5129047494277692,1.182551594042833,2.1458723602420044e-08,2.269373659324543e-09
0.7801277645875238,1.682764726324885,2.9220158706013364e-08,3.102363709430733e-09
0.7100514061886948,1.5888318544545417,2.7537884158162195e-08,2.7882049439442354e-09
0.8749694676555637,1.9565704872217375,3.715042290090813e-08,3.910131288078399e-09
0.5761721250991175,1.436076650217171,2.4775043051806513e-08,2.3903447153621403e-09
0.44546733741275474,1.0697469376523592,1.9678230674721574e-08,2.0146674301381648e-09
0.9094412963526147,2.0386320216326865,3.80988316066447e-08,3.858215982817636e-09
0.8264043972310114,1.8895044164240538,3.5231255344583874e-08,3.4320821923177936e-09
0.3365592728447067,0.9128671579772655,1.5558276205959504e-08,1.8250461918449066e-09
0.7967727773354221,1.87022384969463,3.178885710876631e-08,3.1095573314747097e-09
0.47107623804545623,1.1111180288284217,2.036971701703083e-08,2.178970246259205e-09
0.8737249985366216,1.9765654494961444,3.344311195943705e-08,3.4112147857424913e-09
0.5944257663453554,1.3988522431238688,2.5237699607239664e-08,2.3773498921764768e-09
0.3896108497432369,1.0430349304708968,1.875034091308464e-08,2.061248371437673e-09
0.392171697438672,1.0080295420907648,1.7708177785289945e-08,2.036908068581057e-09
0.39574785971722215,1.0204672351861044,1.8675275282008514e-08,2.0438333267186325e-09
